E_eV,Qm_A2,source,database,process,target
1.2909,1.7781,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.3308,1.83,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.3714,1.8828,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.4127,1.9365,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.4547,1.9911,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.4975,2.0467,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.541,2.1074,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.5852,2.1693,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.6303,2.2324,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.6761,2.2965,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.7227,2.358,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.7701,2.4165,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.8184,2.476,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.8675,2.5366,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.9174,2.5982,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
1.9682,2.6608,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.02,2.7291,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.0726,2.8059,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.1261,2.8841,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.1805,2.9636,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.2359,3.0445,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.2923,3.1268,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.3497,3.2105,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.408,3.2957,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.4674,3.3824,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.5278,3.4728,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.5892,3.5674,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.6517,3.6637,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.7154,3.7616,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.7801,3.8613,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.8459,3.9627,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.9129,4.0659,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
2.9811,4.1709,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.0504,4.2756,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.121,4.3815,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.1928,4.4891,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.2658,4.5987,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.3401,4.7102,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.4157,4.8236,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.4926,4.9389,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.5709,5.0563,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.6505,5.1758,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.7315,5.2973,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.8139,5.4209,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.8978,5.5467,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
3.9831,5.6747,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.0699,5.8328,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.1582,6.0006,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.2481,6.1713,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.3395,6.345,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.4325,6.5218,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.5271,6.7016,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.6234,6.8845,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.7214,7.0706,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.821,7.26,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
4.9224,7.4526,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.0256,7.6512,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.1306,7.8611,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.2373,8.0747,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.346,8.292,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.4565,8.5131,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.569,8.738,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.6834,8.9669,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.7999,9.1997,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
5.9183,9.4366,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.0388,9.6738,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.1614,9.9067,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.2862,10.144,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.4131,10.385,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.5422,10.63,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.6736,10.88,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.8073,11.134,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
6.9433,11.392,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
7.0816,11.631,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
7.3657,12.085,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
7.6596,12.555,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
7.964,13.042,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
8.279,13.546,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
8.6051,14.068,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
8.9426,14.608,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
9.292,15.138,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
9.6537,15.681,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
10.028,16.217,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
10.614,16.569,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
12.568,16.203,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
13.044,15.865,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
13.538,15.47,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
14.049,15.056,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
14.578,14.58,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
15.125,14.087,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
15.692,13.577,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
16.278,13.05,"LXCat:Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.):ELASTIC","Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)",ELASTIC,Ar
